code;page;time;vpid;cid
JNQIDA;1;25751;295;JNQIDA
NGXFSZ;2;8029;290;NGXFSZ
NGXFSZ;3;4337;290;NGXFSZ
KDQGVQ;2;4663;259;KDQGVQ
ACAEFC;0;7763;297;ACAEFC
KDQGVQ;3;4447;259;KDQGVQ
TXSIBM;3;21809;281;TXSIBM
EWRMEM;0;3221;299;EWRMEM
OGTZJV;0;6461;300;OGTZJV
EWRMEM;1;28679;299;EWRMEM
MCGSSP;1;121345;294;MCGSSP
OGTZJV;1;40438;300;OGTZJV
JJKGMR;2;25033;296;JJKGMR
UCVTEX;0;6465;305;UCVTEX
AYYXBG;0;4390;303;AYYXBG
JHHYRS;0;4631;292;JHHYRS
OGTZJV;2;12911;300;OGTZJV
ACAEFC;2;29254;297;ACAEFC
OGTZJV;3;14487;300;OGTZJV
AYYXBG;1;76534;303;AYYXBG
AYYXBG;2;28176;303;AYYXBG
AYYXBG;3;11238;303;AYYXBG
QOWEKP;0;40925;306;QOWEKP
GOAMTM;0;1698;307;GOAMTM
XCXJEW;0;2352;309;XCXJEW
HCEOCD;0;3006;310;HCEOCD
OUCALY;2;443045;288;OUCALY
NRCZRY;0;6709;308;NRCZRY
OUCALY;3;7948;288;OUCALY
NRCZRY;1;13474;308;NRCZRY
HCEOCD;1;27940;310;HCEOCD
GOAMTM;1;48308;307;GOAMTM
VJHWYK;0;12078;311;VJHWYK
GOAMTM;2;6103;307;GOAMTM
GOAMTM;3;3279;307;GOAMTM
MHUOZU;-1;29161;313;MHUOZU
MHUOZU;0;4062;313;MHUOZU
LOSWCB;-1;3066;312;LOSWCB
LOSWCB;0;2237;312;LOSWCB
EXQRVR;-1;2550;314;EXQRVR
EXQRVR;0;1391;314;EXQRVR
VJHWYK;1;75247;311;VJHWYK
YFAREZ;-1;25381;315;YFAREZ
YFAREZ;0;10916;315;YFAREZ
LOSWCB;2;24288;312;LOSWCB
CKSWBO;-1;9087;317;CKSWBO
YPFMDQ;-1;8834;316;YPFMDQ
CKSWBO;0;3165;317;CKSWBO
CKSWBO;1;8708;317;CKSWBO
YPFMDQ;0;11550;316;YPFMDQ
HZZXGF;-1;5570;318;HZZXGF
DFKKDT;-1;7470;319;DFKKDT
HZZXGF;0;11625;318;HZZXGF
DFKKDT;0;6533;319;DFKKDT
SJRYZM;-1;5141;320;SJRYZM
SJRYZM;0;4112;320;SJRYZM
VJHWYK;2;37532;311;VJHWYK
VJHWYK;3;9010;311;VJHWYK
SJRYZM;1;33179;320;SJRYZM
DDRTXD;-1;6569;321;DDRTXD
ZQDAES;-1;5669;322;ZQDAES
ZQDAES;0;3814;322;ZQDAES
CKSWBO;2;10434;317;CKSWBO
DDRTXD;0;11272;321;DDRTXD
CKSWBO;3;6438;317;CKSWBO
HZZXGF;1;74262;318;HZZXGF
SJRYZM;2;18981;320;SJRYZM
SJRYZM;3;8972;320;SJRYZM
RZVAGM;-1;4960;324;RZVAGM
RZVAGM;0;2868;324;RZVAGM
YUOZVB;-1;3946;326;YUOZVB
YUOZVB;0;6340;326;YUOZVB
QOWEKP;1;398862;306;QOWEKP
TTOIVF;-1;16872;325;TTOIVF
TTOIVF;0;9628;325;TTOIVF
HZZXGF;2;50019;318;HZZXGF
OEJUVG;-1;7463;327;OEJUVG
VWGXZN;-1;4271;328;VWGXZN
VWGXZN;0;1883;328;VWGXZN
OEJUVG;0;3948;327;OEJUVG
HZZXGF;3;22831;318;HZZXGF
VWGXZN;1;9117;328;VWGXZN
YUOZVB;2;5052;326;YUOZVB
MHBHRY;-1;2293;331;MHBHRY
MHBHRY;0;4789;331;MHBHRY
TTOIVF;1;42724;325;TTOIVF
GQVPGX;-1;17057;329;GQVPGX
GQVPGX;0;6631;329;GQVPGX
ZOCJUQ;-1;21441;330;ZOCJUQ
OEJUVG;1;37387;327;OEJUVG
DDRTXD;2;36053;321;DDRTXD
RZVAGM;2;15905;324;RZVAGM
ZOCJUQ;0;13067;330;ZOCJUQ
MHBHRY;1;38044;331;MHBHRY
GQVPGX;1;52734;329;GQVPGX
QOWEKP;2;45350;306;QOWEKP
LYWCBU;-1;3700;332;LYWCBU
ZOCJUQ;1;47954;330;ZOCJUQ
LYWCBU;0;1278;332;LYWCBU
MHBHRY;2;22556;331;MHBHRY
TTOIVF;2;32759;325;TTOIVF
ROPYFX;-1;9560;333;ROPYFX
MHBHRY;3;23990;331;MHBHRY
ROPYFX;0;8048;333;ROPYFX
TTOIVF;3;15295;325;TTOIVF
GQVPGX;2;31171;329;GQVPGX
GQVPGX;3;10307;329;GQVPGX
ROPYFX;1;24084;333;ROPYFX
USRBRQ;-1;2852;334;USRBRQ
USRBRQ;0;3922;334;USRBRQ
USRBRQ;1;13308;334;USRBRQ
OEJUVG;2;36788;327;OEJUVG
MFAJOF;-1;5147;335;MFAJOF
QOWEKP;2;30330;306;QOWEKP
OPRVJN;-1;4927;337;OPRVJN
MFAJOF;0;5240;335;MFAJOF
MCWEML;-1;4765;336;MCWEML
ZOCJUQ;2;60477;330;ZOCJUQ
OPRVJN;0;4487;337;OPRVJN
MCWEML;0;4426;336;MCWEML
ROPYFX;2;34166;333;ROPYFX
MCWEML;1;9807;336;MCWEML
QOWEKP;3;19848;306;QOWEKP
ZOCJUQ;3;16533;330;ZOCJUQ
ROPYFX;3;14478;333;ROPYFX
OPRVJN;1;33341;337;OPRVJN
JYHGRH;-1;9040;338;JYHGRH
JYHGRH;0;4982;338;JYHGRH
WXWCJZ;-1;2566;339;WXWCJZ
WXWCJZ;0;2798;339;WXWCJZ
PPCBZD;-1;3651;340;PPCBZD
PPCBZD;0;3230;340;PPCBZD
OPRVJN;2;27603;337;OPRVJN
OPRVJN;3;7888;337;OPRVJN
PPCBZD;1;19464;340;PPCBZD
EVXJHL;-1;7910;341;EVXJHL
EVXJHL;0;2105;341;EVXJHL
JYHGRH;2;5504;338;JYHGRH
JYHGRH;3;5381;338;JYHGRH
WXWCJZ;1;71936;339;WXWCJZ
PPCBZD;2;6371;340;PPCBZD
IUDRQB;-1;7966;342;IUDRQB
PPCBZD;3;5686;340;PPCBZD
IUDRQB;0;5427;342;IUDRQB
WTAQFZ;-1;1850;344;WTAQFZ
QIDLZO;-1;6557;343;QIDLZO
WTAQFZ;0;3958;344;WTAQFZ
QIDLZO;0;4215;343;QIDLZO
WXWCJZ;2;5134;339;WXWCJZ
WXWCJZ;3;6226;339;WXWCJZ
IUDRQB;1;30558;342;IUDRQB
QIDLZO;1;17036;343;QIDLZO
EVXJHL;2;15372;341;EVXJHL
DCIMEJ;-1;7440;345;DCIMEJ
DCIMEJ;0;4767;345;DCIMEJ
EYYKZD;-1;4596;346;EYYKZD
DCIMEJ;1;9202;345;DCIMEJ
PJANJA;-1;10962;348;PJANJA
HIDSHR;-1;11764;349;HIDSHR
HIDSHR;0;4770;349;HIDSHR
PJANJA;0;5808;348;PJANJA
IIYMFY;-1;27294;347;IIYMFY
IUDRQB;2;8195;342;IUDRQB
QIDLZO;2;14987;343;QIDLZO
IIYMFY;0;6318;347;IIYMFY
IUDRQB;3;4395;342;IUDRQB
HIDSHR;1;21531;349;HIDSHR
PJANJA;1;28766;348;PJANJA
QOWEKP;2;2943;306;QOWEKP
QIDLZO;3;14543;343;QIDLZO
QOWEKP;3;1304;306;QOWEKP
MWBFSY;-1;14022;350;MWBFSY
MWBFSY;0;9061;350;MWBFSY
EYYKZD;0;68435;346;EYYKZD
IIYMFY;1;41385;347;IIYMFY
HIDSHR;2;13062;349;HIDSHR
VKCTRR;-1;12016;351;VKCTRR
HIDSHR;3;7590;349;HIDSHR
VKCTRR;0;6630;351;VKCTRR
EYYKZD;1;32454;346;EYYKZD
JBHTQK;-1;1893;352;JBHTQK
IIYMFY;2;17090;347;IIYMFY
JBHTQK;0;4151;352;JBHTQK
VKCTRR;1;35824;351;VKCTRR
MWBFSY;1;66761;350;MWBFSY
PJANJA;2;28760;348;PJANJA
IIYMFY;3;16020;347;IIYMFY
PJANJA;3;10750;348;PJANJA
KHMFJE;-1;16097;353;KHMFJE
COAMXP;-1;21140;354;COAMXP
COAMXP;0;2762;354;COAMXP
MWBFSY;2;104375;350;MWBFSY
KHMFJE;0;17708;353;KHMFJE
VKCTRR;2;24470;351;VKCTRR
VKCTRR;3;13586;351;VKCTRR
PQPLWC;-1;2710;355;PQPLWC
PQPLWC;0;3662;355;PQPLWC
JBHTQK;2;15278;352;JBHTQK
XVXBPB;-1;2916;356;XVXBPB
XVXBPB;0;4225;356;XVXBPB
VQMSLO;-1;4203;358;VQMSLO
TXTFLX;-1;3444;357;TXTFLX
VQMSLO;0;2059;358;VQMSLO
TXTFLX;0;4512;357;TXTFLX
TXTFLX;1;17392;357;TXTFLX
VQMSLO;1;28929;358;VQMSLO
RBMPFK;-1;27655;359;RBMPFK
RBMPFK;0;5575;359;RBMPFK
XVXBPB;2;2119;356;XVXBPB
XVXBPB;3;2218;356;XVXBPB
PQPLWC;2;31193;355;PQPLWC
RAXUPV;0;6616;360;RAXUPV
